hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,target
15,1,4,12,2005,354,20,51,37160.0
16,1,4,12,2005,354,20,51,37338.0
17,1,4,12,2005,354,20,51,39659.0
18,1,4,12,2005,354,20,51,43516.0
19,1,4,12,2005,354,20,51,43862.0
20,1,4,12,2005,354,20,51,43637.0
21,1,4,12,2005,354,20,51,42979.0
22,1,4,12,2005,354,20,51,41502.0
23,1,4,12,2005,354,20,51,38421.0
0,2,4,12,2005,355,21,51,35452.0
1,0,4,12,2005,353,19,51,30295.0
2,0,4,12,2005,353,19,51,29390.0
3,0,4,12,2005,353,19,51,29026.0
4,0,4,12,2005,353,19,51,29034.0
5,0,4,12,2005,353,19,51,29827.0
6,0,4,12,2005,353,19,51,32091.0
7,0,4,12,2005,353,19,51,36160.0
8,0,4,12,2005,353,19,51,38411.0
9,0,4,12,2005,353,19,51,38204.0
10,0,4,12,2005,353,19,51,37921.0
11,0,4,12,2005,353,19,51,37854.0
12,0,4,12,2005,353,19,51,37627.0
13,0,4,12,2005,353,19,51,37108.0
14,0,4,12,2005,353,19,51,36721.0
15,0,4,12,2005,353,19,51,36532.0
16,0,4,12,2005,353,19,51,36981.0
17,0,4,12,2005,353,19,51,39246.0
18,0,4,12,2005,353,19,51,43303.0
19,0,4,12,2005,353,19,51,43871.0
20,0,4,12,2005,353,19,51,43632.0
21,0,4,12,2005,353,19,51,43074.0
22,0,4,12,2005,353,19,51,41662.0
23,0,4,12,2005,353,19,51,38835.0
0,1,4,12,2005,354,20,51,35604.0
1,6,4,12,2005,352,18,50,30978.0
2,6,4,12,2005,352,18,50,29585.0
3,6,4,12,2005,352,18,50,28978.0
4,6,4,12,2005,352,18,50,28608.0
5,6,4,12,2005,352,18,50,28613.0
6,6,4,12,2005,352,18,50,29214.0
7,6,4,12,2005,352,18,50,30258.0
8,6,4,12,2005,352,18,50,31653.0
9,6,4,12,2005,352,18,50,33139.0
10,6,4,12,2005,352,18,50,33986.0
11,6,4,12,2005,352,18,50,33672.0
12,6,4,12,2005,352,18,50,32826.0
13,6,4,12,2005,352,18,50,32199.0
14,6,4,12,2005,352,18,50,31617.0
15,6,4,12,2005,352,18,50,31178.0
16,6,4,12,2005,352,18,50,31330.0
17,6,4,12,2005,352,18,50,33552.0
18,6,4,12,2005,352,18,50,37605.0
19,6,4,12,2005,352,18,50,38352.0
20,6,4,12,2005,352,18,50,38668.0
21,6,4,12,2005,352,18,50,38460.0
22,6,4,12,2005,352,18,50,37418.0
23,6,4,12,2005,352,18,50,35126.0
0,0,4,12,2005,353,19,51,32313.0
1,5,4,12,2005,351,17,50,30552.0
2,5,4,12,2005,351,17,50,29283.0
3,5,4,12,2005,351,17,50,28703.0
4,5,4,12,2005,351,17,50,28605.0
5,5,4,12,2005,351,17,50,28887.0
6,5,4,12,2005,351,17,50,29781.0
7,5,4,12,2005,351,17,50,31439.0
8,5,4,12,2005,351,17,50,33092.0
9,5,4,12,2005,351,17,50,34804.0
10,5,4,12,2005,351,17,50,35377.0
11,5,4,12,2005,351,17,50,35168.0
12,5,4,12,2005,351,17,50,34233.0
13,5,4,12,2005,351,17,50,33278.0
14,5,4,12,2005,351,17,50,32538.0
15,5,4,12,2005,351,17,50,32232.0
16,5,4,12,2005,351,17,50,32644.0
17,5,4,12,2005,351,17,50,34507.0
18,5,4,12,2005,351,17,50,37770.0
19,5,4,12,2005,351,17,50,38006.0
20,5,4,12,2005,351,17,50,37635.0
21,5,4,12,2005,351,17,50,37339.0
22,5,4,12,2005,351,17,50,36595.0
23,5,4,12,2005,351,17,50,35132.0
0,6,4,12,2005,352,18,50,32893.0
1,4,4,12,2005,350,16,50,30937.0
2,4,4,12,2005,350,16,50,29586.0
3,4,4,12,2005,350,16,50,28894.0
4,4,4,12,2005,350,16,50,28716.0
5,4,4,12,2005,350,16,50,29194.0
6,4,4,12,2005,350,16,50,31114.0
7,4,4,12,2005,350,16,50,34868.0
8,4,4,12,2005,350,16,50,37176.0
9,4,4,12,2005,350,16,50,37279.0
10,4,4,12,2005,350,16,50,36964.0
11,4,4,12,2005,350,16,50,36606.0
12,4,4,12,2005,350,16,50,35965.0
13,4,4,12,2005,350,16,50,35324.0
14,4,4,12,2005,350,16,50,34853.0
15,4,4,12,2005,350,16,50,34615.0
16,4,4,12,2005,350,16,50,34644.0
17,4,4,12,2005,350,16,50,36561.0
18,4,4,12,2005,350,16,50,39929.0
19,4,4,12,2005,350,16,50,39960.0
20,4,4,12,2005,350,16,50,39303.0
21,4,4,12,2005,350,16,50,38714.0
22,4,4,12,2005,350,16,50,37121.0
23,4,4,12,2005,350,16,50,35265.0
0,5,4,12,2005,351,17,50,32772.0
1,3,4,12,2005,349,15,50,35035.0
2,3,4,12,2005,349,15,50,33984.0
3,3,4,12,2005,349,15,50,33621.0
4,3,4,12,2005,349,15,50,33599.0
5,3,4,12,2005,349,15,50,34313.0
6,3,4,12,2005,349,15,50,36529.0
7,3,4,12,2005,349,15,50,40624.0
8,3,4,12,2005,349,15,50,42536.0
9,3,4,12,2005,349,15,50,42323.0
10,3,4,12,2005,349,15,50,42043.0
11,3,4,12,2005,349,15,50,41771.0
12,3,4,12,2005,349,15,50,41246.0
13,3,4,12,2005,349,15,50,40946.0
14,3,4,12,2005,349,15,50,40774.0
15,3,4,12,2005,349,15,50,40648.0
16,3,4,12,2005,349,15,50,40934.0
17,3,4,12,2005,349,15,50,42783.0
18,3,4,12,2005,349,15,50,45149.0
19,3,4,12,2005,349,15,50,45014.0
20,3,4,12,2005,349,15,50,44127.0
21,3,4,12,2005,349,15,50,42957.0
22,3,4,12,2005,349,15,50,40481.0
23,3,4,12,2005,349,15,50,37043.0
0,4,4,12,2005,350,16,50,33473.0
1,2,4,12,2005,348,14,50,34915.0
2,2,4,12,2005,348,14,50,34167.0
3,2,4,12,2005,348,14,50,34063.0
4,2,4,12,2005,348,14,50,34241.0
5,2,4,12,2005,348,14,50,35251.0
6,2,4,12,2005,348,14,50,37776.0
7,2,4,12,2005,348,14,50,42028.0
8,2,4,12,2005,348,14,50,43877.0
9,2,4,12,2005,348,14,50,43421.0
10,2,4,12,2005,348,14,50,42953.0
11,2,4,12,2005,348,14,50,42451.0
12,2,4,12,2005,348,14,50,41657.0
13,2,4,12,2005,348,14,50,40874.0
14,2,4,12,2005,348,14,50,40404.0
15,2,4,12,2005,348,14,50,40292.0
16,2,4,12,2005,348,14,50,40664.0
17,2,4,12,2005,348,14,50,42718.0
18,2,4,12,2005,348,14,50,45954.0
19,2,4,12,2005,348,14,50,46162.0
20,2,4,12,2005,348,14,50,45621.0
21,2,4,12,2005,348,14,50,45038.0
22,2,4,12,2005,348,14,50,43370.0
23,2,4,12,2005,348,14,50,40412.0
0,3,4,12,2005,349,15,50,37162.0
1,1,4,12,2005,347,13,50,32160.0
2,1,4,12,2005,347,13,50,31398.0
3,1,4,12,2005,347,13,50,31203.0
4,1,4,12,2005,347,13,50,31460.0
5,1,4,12,2005,347,13,50,32462.0
6,1,4,12,2005,347,13,50,35140.0
7,1,4,12,2005,347,13,50,39604.0
8,1,4,12,2005,347,13,50,41570.0
9,1,4,12,2005,347,13,50,41063.0
10,1,4,12,2005,347,13,50,40438.0
11,1,4,12,2005,347,13,50,39813.0
12,1,4,12,2005,347,13,50,39149.0
13,1,4,12,2005,347,13,50,38514.0
14,1,4,12,2005,347,13,50,38145.0
15,1,4,12,2005,347,13,50,37813.0
16,1,4,12,2005,347,13,50,38224.0
17,1,4,12,2005,347,13,50,40523.0
18,1,4,12,2005,347,13,50,44604.0
19,1,4,12,2005,347,13,50,45165.0
20,1,4,12,2005,347,13,50,44854.0
21,1,4,12,2005,347,13,50,44411.0
22,1,4,12,2005,347,13,50,42849.0
23,1,4,12,2005,347,13,50,40029.0
0,2,4,12,2005,348,14,50,36855.0
1,0,4,12,2005,346,12,50,29252.0
2,0,4,12,2005,346,12,50,28309.0
3,0,4,12,2005,346,12,50,28055.0
4,0,4,12,2005,346,12,50,28282.0
5,0,4,12,2005,346,12,50,29127.0
6,0,4,12,2005,346,12,50,31658.0
7,0,4,12,2005,346,12,50,35836.0
8,0,4,12,2005,346,12,50,37976.0
9,0,4,12,2005,346,12,50,37979.0
10,0,4,12,2005,346,12,50,37623.0
11,0,4,12,2005,346,12,50,37211.0
12,0,4,12,2005,346,12,50,36846.0
13,0,4,12,2005,346,12,50,36348.0
14,0,4,12,2005,346,12,50,36245.0
15,0,4,12,2005,346,12,50,35969.0
16,0,4,12,2005,346,12,50,36304.0
17,0,4,12,2005,346,12,50,38518.0
18,0,4,12,2005,346,12,50,42182.0
19,0,4,12,2005,346,12,50,42635.0
20,0,4,12,2005,346,12,50,42318.0
21,0,4,12,2005,346,12,50,41659.0
22,0,4,12,2005,346,12,50,40103.0
23,0,4,12,2005,346,12,50,37246.0
0,1,4,12,2005,347,13,50,34087.0
1,6,4,12,2005,345,11,49,30603.0
2,6,4,12,2005,345,11,49,29472.0
3,6,4,12,2005,345,11,49,29027.0
4,6,4,12,2005,345,11,49,28939.0
5,6,4,12,2005,345,11,49,29097.0
6,6,4,12,2005,345,11,49,29813.0
7,6,4,12,2005,345,11,49,31009.0
8,6,4,12,2005,345,11,49,32126.0
9,6,4,12,2005,345,11,49,33164.0
10,6,4,12,2005,345,11,49,33370.0
11,6,4,12,2005,345,11,49,32929.0
12,6,4,12,2005,345,11,49,32895.0
13,6,4,12,2005,345,11,49,32800.0
14,6,4,12,2005,345,11,49,32610.0
15,6,4,12,2005,345,11,49,32321.0
16,6,4,12,2005,345,11,49,32528.0
17,6,4,12,2005,345,11,49,34605.0
18,6,4,12,2005,345,11,49,38019.0
19,6,4,12,2005,345,11,49,38518.0
20,6,4,12,2005,345,11,49,38286.0
21,6,4,12,2005,345,11,49,37765.0
22,6,4,12,2005,345,11,49,36352.0
23,6,4,12,2005,345,11,49,33822.0
0,0,4,12,2005,346,12,50,31100.0
1,5,4,12,2005,344,10,49,31518.0
2,5,4,12,2005,344,10,49,30515.0
3,5,4,12,2005,344,10,49,30031.0
4,5,4,12,2005,344,10,49,29938.0
5,5,4,12,2005,344,10,49,30307.0
6,5,4,12,2005,344,10,49,31409.0
7,5,4,12,2005,344,10,49,32938.0
8,5,4,12,2005,344,10,49,34498.0
9,5,4,12,2005,344,10,49,35818.0
10,5,4,12,2005,344,10,49,35976.0
11,5,4,12,2005,344,10,49,35431.0
12,5,4,12,2005,344,10,49,34694.0
13,5,4,12,2005,344,10,49,33847.0
14,5,4,12,2005,344,10,49,33150.0
15,5,4,12,2005,344,10,49,32748.0
16,5,4,12,2005,344,10,49,32666.0
17,5,4,12,2005,344,10,49,34678.0
18,5,4,12,2005,344,10,49,38306.0
19,5,4,12,2005,344,10,49,38471.0
20,5,4,12,2005,344,10,49,38059.0
21,5,4,12,2005,344,10,49,37558.0
22,5,4,12,2005,344,10,49,36584.0
23,5,4,12,2005,344,10,49,34883.0
0,6,4,12,2005,345,11,49,32606.0
1,4,4,12,2005,343,9,49,31664.0
2,4,4,12,2005,343,9,49,30597.0
3,4,4,12,2005,343,9,49,30227.0
4,4,4,12,2005,343,9,49,30360.0
5,4,4,12,2005,343,9,49,31262.0
6,4,4,12,2005,343,9,49,33255.0
7,4,4,12,2005,343,9,49,35760.0
8,4,4,12,2005,343,9,49,37520.0
9,4,4,12,2005,343,9,49,38235.0
10,4,4,12,2005,343,9,49,38497.0
11,4,4,12,2005,343,9,49,38340.0
12,4,4,12,2005,343,9,49,37946.0
13,4,4,12,2005,343,9,49,37525.0
14,4,4,12,2005,343,9,49,37161.0
15,4,4,12,2005,343,9,49,36806.0
16,4,4,12,2005,343,9,49,36864.0
17,4,4,12,2005,343,9,49,38705.0
18,4,4,12,2005,343,9,49,42093.0
19,4,4,12,2005,343,9,49,41845.0
20,4,4,12,2005,343,9,49,40930.0
21,4,4,12,2005,343,9,49,39931.0
22,4,4,12,2005,343,9,49,38318.0
23,4,4,12,2005,343,9,49,36183.0
0,5,4,12,2005,344,10,49,33530.0
1,3,4,12,2005,342,8,49,32531.0
2,3,4,12,2005,342,8,49,31616.0
3,3,4,12,2005,342,8,49,31377.0
4,3,4,12,2005,342,8,49,31506.0
5,3,4,12,2005,342,8,49,32362.0
6,3,4,12,2005,342,8,49,34744.0
7,3,4,12,2005,342,8,49,39186.0
8,3,4,12,2005,342,8,49,41081.0
9,3,4,12,2005,342,8,49,40590.0
10,3,4,12,2005,342,8,49,39787.0
11,3,4,12,2005,342,8,49,39042.0
12,3,4,12,2005,342,8,49,38167.0
13,3,4,12,2005,342,8,49,37270.0
14,3,4,12,2005,342,8,49,36877.0
15,3,4,12,2005,342,8,49,36413.0
16,3,4,12,2005,342,8,49,36819.0
17,3,4,12,2005,342,8,49,39173.0
18,3,4,12,2005,342,8,49,42437.0
19,3,4,12,2005,342,8,49,42676.0
20,3,4,12,2005,342,8,49,42238.0
21,3,4,12,2005,342,8,49,41456.0
22,3,4,12,2005,342,8,49,39779.0
23,3,4,12,2005,342,8,49,36955.0
0,4,4,12,2005,343,9,49,33727.0
1,2,4,12,2005,341,7,49,31554.0
2,2,4,12,2005,341,7,49,30703.0
3,2,4,12,2005,341,7,49,30486.0
4,2,4,12,2005,341,7,49,30540.0
5,2,4,12,2005,341,7,49,31314.0
6,2,4,12,2005,341,7,49,33710.0
7,2,4,12,2005,341,7,49,37920.0
8,2,4,12,2005,341,7,49,39713.0
9,2,4,12,2005,341,7,49,39266.0
10,2,4,12,2005,341,7,49,38595.0
11,2,4,12,2005,341,7,49,38187.0
12,2,4,12,2005,341,7,49,37795.0
13,2,4,12,2005,341,7,49,37418.0
14,2,4,12,2005,341,7,49,37339.0
15,2,4,12,2005,341,7,49,37001.0
16,2,4,12,2005,341,7,49,37322.0
17,2,4,12,2005,341,7,49,39451.0
18,2,4,12,2005,341,7,49,43064.0
19,2,4,12,2005,341,7,49,43163.0
20,2,4,12,2005,341,7,49,42782.0
21,2,4,12,2005,341,7,49,42203.0
22,2,4,12,2005,341,7,49,40508.0
23,2,4,12,2005,341,7,49,37457.0
0,3,4,12,2005,342,8,49,34413.0
1,1,4,12,2005,340,6,49,30644.0
2,1,4,12,2005,340,6,49,29655.0
3,1,4,12,2005,340,6,49,29251.0
4,1,4,12,2005,340,6,49,29253.0
5,1,4,12,2005,340,6,49,29966.0
6,1,4,12,2005,340,6,49,32170.0
7,1,4,12,2005,340,6,49,35932.0
8,1,4,12,2005,340,6,49,37955.0
9,1,4,12,2005,340,6,49,37966.0
10,1,4,12,2005,340,6,49,37523.0
11,1,4,12,2005,340,6,49,37037.0
12,1,4,12,2005,340,6,49,36554.0
13,1,4,12,2005,340,6,49,36023.0
14,1,4,12,2005,340,6,49,35833.0
15,1,4,12,2005,340,6,49,35634.0
16,1,4,12,2005,340,6,49,35934.0
17,1,4,12,2005,340,6,49,38041.0
18,1,4,12,2005,340,6,49,41940.0
19,1,4,12,2005,340,6,49,42184.0
20,1,4,12,2005,340,6,49,41840.0
21,1,4,12,2005,340,6,49,41092.0
22,1,4,12,2005,340,6,49,39389.0
23,1,4,12,2005,340,6,49,36433.0
0,2,4,12,2005,341,7,49,33475.0
1,0,4,12,2005,339,5,49,28487.0
2,0,4,12,2005,339,5,49,27627.0
3,0,4,12,2005,339,5,49,27346.0
4,0,4,12,2005,339,5,49,27415.0
5,0,4,12,2005,339,5,49,28301.0
6,0,4,12,2005,339,5,49,30724.0
7,0,4,12,2005,339,5,49,34820.0
8,0,4,12,2005,339,5,49,37067.0
9,0,4,12,2005,339,5,49,37293.0
10,0,4,12,2005,339,5,49,37198.0
11,0,4,12,2005,339,5,49,37370.0
12,0,4,12,2005,339,5,49,37280.0
13,0,4,12,2005,339,5,49,36949.0
14,0,4,12,2005,339,5,49,37147.0
15,0,4,12,2005,339,5,49,37214.0
16,0,4,12,2005,339,5,49,37698.0
17,0,4,12,2005,339,5,49,40091.0
18,0,4,12,2005,339,5,49,42416.0
19,0,4,12,2005,339,5,49,42565.0
20,0,4,12,2005,339,5,49,41959.0
21,0,4,12,2005,339,5,49,40853.0
22,0,4,12,2005,339,5,49,38895.0
23,0,4,12,2005,339,5,49,35654.0
0,1,4,12,2005,340,6,49,32695.0
1,6,4,12,2005,338,4,48,29277.0
2,6,4,12,2005,338,4,48,28112.0
3,6,4,12,2005,338,4,48,27611.0
4,6,4,12,2005,338,4,48,27408.0
5,6,4,12,2005,338,4,48,27302.0
6,6,4,12,2005,338,4,48,27786.0
7,6,4,12,2005,338,4,48,28645.0
8,6,4,12,2005,338,4,48,29777.0
9,6,4,12,2005,338,4,48,31199.0
10,6,4,12,2005,338,4,48,32426.0
11,6,4,12,2005,338,4,48,32878.0
12,6,4,12,2005,338,4,48,32850.0
13,6,4,12,2005,338,4,48,32607.0
14,6,4,12,2005,338,4,48,32124.0
15,6,4,12,2005,338,4,48,31924.0
16,6,4,12,2005,338,4,48,32074.0
17,6,4,12,2005,338,4,48,34019.0
18,6,4,12,2005,338,4,48,37347.0
19,6,4,12,2005,338,4,48,37714.0
20,6,4,12,2005,338,4,48,37407.0
21,6,4,12,2005,338,4,48,36871.0
22,6,4,12,2005,338,4,48,35280.0
23,6,4,12,2005,338,4,48,32904.0
0,0,4,12,2005,339,5,49,30255.0
1,5,4,12,2005,337,3,48,30542.0
2,5,4,12,2005,337,3,48,29415.0
3,5,4,12,2005,337,3,48,28905.0
4,5,4,12,2005,337,3,48,28735.0
5,5,4,12,2005,337,3,48,29012.0
6,5,4,12,2005,337,3,48,29912.0
7,5,4,12,2005,337,3,48,31478.0
8,5,4,12,2005,337,3,48,32819.0
9,5,4,12,2005,337,3,48,34298.0
10,5,4,12,2005,337,3,48,35115.0
11,5,4,12,2005,337,3,48,34860.0
12,5,4,12,2005,337,3,48,34331.0
13,5,4,12,2005,337,3,48,33569.0
14,5,4,12,2005,337,3,48,32831.0
15,5,4,12,2005,337,3,48,32299.0
16,5,4,12,2005,337,3,48,32622.0
17,5,4,12,2005,337,3,48,34625.0
18,5,4,12,2005,337,3,48,37447.0
19,5,4,12,2005,337,3,48,37550.0
20,5,4,12,2005,337,3,48,36910.0
21,5,4,12,2005,337,3,48,36201.0
22,5,4,12,2005,337,3,48,35120.0
23,5,4,12,2005,337,3,48,33374.0
0,6,4,12,2005,338,4,48,31089.0
1,4,4,12,2005,336,2,48,27920.0
2,4,4,12,2005,336,2,48,26925.0
3,4,4,12,2005,336,2,48,26566.0
4,4,4,12,2005,336,2,48,26676.0
5,4,4,12,2005,336,2,48,27384.0
6,4,4,12,2005,336,2,48,29600.0
7,4,4,12,2005,336,2,48,33623.0
8,4,4,12,2005,336,2,48,35498.0
9,4,4,12,2005,336,2,48,35553.0
10,4,4,12,2005,336,2,48,35449.0
11,4,4,12,2005,336,2,48,35422.0
12,4,4,12,2005,336,2,48,35255.0
13,4,4,12,2005,336,2,48,34987.0
14,4,4,12,2005,336,2,48,34857.0
15,4,4,12,2005,336,2,48,34802.0
16,4,4,12,2005,336,2,48,35143.0
17,4,4,12,2005,336,2,48,37036.0
18,4,4,12,2005,336,2,48,40070.0
19,4,4,12,2005,336,2,48,39990.0
20,4,4,12,2005,336,2,48,39333.0
21,4,4,12,2005,336,2,48,38595.0
22,4,4,12,2005,336,2,48,37186.0
23,4,4,12,2005,336,2,48,35133.0
0,5,4,12,2005,337,3,48,32779.0
1,3,4,12,2005,335,1,48,27004.0
2,3,4,12,2005,335,1,48,26135.0
3,3,4,12,2005,335,1,48,25801.0
4,3,4,12,2005,335,1,48,25962.0
5,3,4,12,2005,335,1,48,26736.0
6,3,4,12,2005,335,1,48,29048.0
7,3,4,12,2005,335,1,48,33203.0
8,3,4,12,2005,335,1,48,35014.0
9,3,4,12,2005,335,1,48,35016.0
10,3,4,12,2005,335,1,48,34945.0
11,3,4,12,2005,335,1,48,34660.0
12,3,4,12,2005,335,1,48,34172.0
13,3,4,12,2005,335,1,48,33671.0
14,3,4,12,2005,335,1,48,33466.0
15,3,4,12,2005,335,1,48,33340.0
16,3,4,12,2005,335,1,48,33756.0
17,3,4,12,2005,335,1,48,35741.0
18,3,4,12,2005,335,1,48,38279.0
19,3,4,12,2005,335,1,48,38194.0
20,3,4,12,2005,335,1,48,37824.0
21,3,4,12,2005,335,1,48,36920.0
22,3,4,12,2005,335,1,48,35208.0
23,3,4,12,2005,335,1,48,32649.0
0,4,4,12,2005,336,2,48,29757.0
1,2,4,11,2005,334,30,48,24541.0
2,2,4,11,2005,334,30,48,23465.0
3,2,4,11,2005,334,30,48,22977.0
4,2,4,11,2005,334,30,48,22780.0
5,2,4,11,2005,334,30,48,23346.0
6,2,4,11,2005,334,30,48,25478.0
7,2,4,11,2005,334,30,48,29335.0
8,2,4,11,2005,334,30,48,31538.0
9,2,4,11,2005,334,30,48,31849.0
10,2,4,11,2005,334,30,48,32048.0
11,2,4,11,2005,334,30,48,32241.0
12,2,4,11,2005,334,30,48,32234.0
13,2,4,11,2005,334,30,48,31930.0
14,2,4,11,2005,334,30,48,31768.0
15,2,4,11,2005,334,30,48,31583.0
16,2,4,11,2005,334,30,48,31670.0
17,2,4,11,2005,334,30,48,33300.0
18,2,4,11,2005,334,30,48,36483.0
19,2,4,11,2005,334,30,48,36689.0
20,2,4,11,2005,334,30,48,36341.0
21,2,4,11,2005,334,30,48,35704.0
22,2,4,11,2005,334,30,48,34210.0
23,2,4,11,2005,334,30,48,31508.0
0,3,4,12,2005,335,1,48,28612.0
1,1,4,11,2005,333,29,48,24290.0
2,1,4,11,2005,333,29,48,23279.0
3,1,4,11,2005,333,29,48,22692.0
4,1,4,11,2005,333,29,48,22625.0
5,1,4,11,2005,333,29,48,23146.0
6,1,4,11,2005,333,29,48,25082.0
7,1,4,11,2005,333,29,48,28884.0
8,1,4,11,2005,333,29,48,30919.0
9,1,4,11,2005,333,29,48,31426.0
10,1,4,11,2005,333,29,48,31968.0
11,1,4,11,2005,333,29,48,32264.0
12,1,4,11,2005,333,29,48,32456.0
13,1,4,11,2005,333,29,48,32454.0
14,1,4,11,2005,333,29,48,32452.0
15,1,4,11,2005,333,29,48,32416.0
16,1,4,11,2005,333,29,48,32775.0
17,1,4,11,2005,333,29,48,34459.0
18,1,4,11,2005,333,29,48,36291.0
19,1,4,11,2005,333,29,48,36019.0
20,1,4,11,2005,333,29,48,35325.0
21,1,4,11,2005,333,29,48,34224.0
22,1,4,11,2005,333,29,48,32280.0
23,1,4,11,2005,333,29,48,29459.0
0,2,4,11,2005,334,30,48,26638.0
1,0,4,11,2005,332,28,48,24557.0
2,0,4,11,2005,332,28,48,23680.0
3,0,4,11,2005,332,28,48,23198.0
4,0,4,11,2005,332,28,48,23276.0
5,0,4,11,2005,332,28,48,23870.0
6,0,4,11,2005,332,28,48,25952.0
7,0,4,11,2005,332,28,48,29448.0
8,0,4,11,2005,332,28,48,31458.0
9,0,4,11,2005,332,28,48,32004.0
10,0,4,11,2005,332,28,48,32429.0
11,0,4,11,2005,332,28,48,32518.0
12,0,4,11,2005,332,28,48,32434.0
13,0,4,11,2005,332,28,48,32164.0
14,0,4,11,2005,332,28,48,31925.0
15,0,4,11,2005,332,28,48,31590.0
16,0,4,11,2005,332,28,48,31648.0
17,0,4,11,2005,332,28,48,33337.0
18,0,4,11,2005,332,28,48,35827.0
19,0,4,11,2005,332,28,48,35731.0
20,0,4,11,2005,332,28,48,35017.0
21,0,4,11,2005,332,28,48,33882.0
22,0,4,11,2005,332,28,48,31945.0
23,0,4,11,2005,332,28,48,29152.0
0,1,4,11,2005,333,29,48,26273.0
1,6,4,11,2005,331,27,47,27230.0
2,6,4,11,2005,331,27,47,26191.0
3,6,4,11,2005,331,27,47,25677.0
4,6,4,11,2005,331,27,47,25558.0
5,6,4,11,2005,331,27,47,25630.0
6,6,4,11,2005,331,27,47,26184.0
7,6,4,11,2005,331,27,47,27170.0
8,6,4,11,2005,331,27,47,27939.0
9,6,4,11,2005,331,27,47,29123.0
10,6,4,11,2005,331,27,47,29734.0
11,6,4,11,2005,331,27,47,29691.0
12,6,4,11,2005,331,27,47,29412.0
13,6,4,11,2005,331,27,47,29096.0
14,6,4,11,2005,331,27,47,28758.0
15,6,4,11,2005,331,27,47,28639.0
16,6,4,11,2005,331,27,47,29006.0
17,6,4,11,2005,331,27,47,31111.0
18,6,4,11,2005,331,27,47,33675.0
19,6,4,11,2005,331,27,47,33844.0
20,6,4,11,2005,331,27,47,33342.0
21,6,4,11,2005,331,27,47,32550.0
22,6,4,11,2005,331,27,47,30948.0
23,6,4,11,2005,331,27,47,28672.0
0,0,4,11,2005,332,28,48,26411.0
1,5,4,11,2005,330,26,47,29954.0
2,5,4,11,2005,330,26,47,29100.0
3,5,4,11,2005,330,26,47,28661.0
4,5,4,11,2005,330,26,47,28460.0
5,5,4,11,2005,330,26,47,28543.0
6,5,4,11,2005,330,26,47,29110.0
7,5,4,11,2005,330,26,47,30196.0
8,5,4,11,2005,330,26,47,31300.0
9,5,4,11,2005,330,26,47,32886.0
10,5,4,11,2005,330,26,47,33711.0
11,5,4,11,2005,330,26,47,33582.0
12,5,4,11,2005,330,26,47,32780.0
13,5,4,11,2005,330,26,47,31779.0
14,5,4,11,2005,330,26,47,30845.0
15,5,4,11,2005,330,26,47,30233.0
16,5,4,11,2005,330,26,47,30248.0
17,5,4,11,2005,330,26,47,31870.0
18,5,4,11,2005,330,26,47,34633.0
19,5,4,11,2005,330,26,47,34763.0
20,5,4,11,2005,330,26,47,34320.0
21,5,4,11,2005,330,26,47,33627.0
22,5,4,11,2005,330,26,47,32587.0
23,5,4,11,2005,330,26,47,30953.0
0,6,4,11,2005,331,27,47,28930.0
1,4,4,11,2005,329,25,47,29037.0
2,4,4,11,2005,329,25,47,28426.0
3,4,4,11,2005,329,25,47,28312.0
4,4,4,11,2005,329,25,47,28488.0
5,4,4,11,2005,329,25,47,29167.0
6,4,4,11,2005,329,25,47,30543.0
7,4,4,11,2005,329,25,47,32449.0
8,4,4,11,2005,329,25,47,33489.0
9,4,4,11,2005,329,25,47,34371.0
10,4,4,11,2005,329,25,47,34697.0
11,4,4,11,2005,329,25,47,34583.0
12,4,4,11,2005,329,25,47,34059.0
13,4,4,11,2005,329,25,47,33298.0
14,4,4,11,2005,329,25,47,32597.0
15,4,4,11,2005,329,25,47,32069.0
16,4,4,11,2005,329,25,47,32156.0
17,4,4,11,2005,329,25,47,33917.0
18,4,4,11,2005,329,25,47,37200.0
19,4,4,11,2005,329,25,47,37192.0
20,4,4,11,2005,329,25,47,36663.0
21,4,4,11,2005,329,25,47,35965.0
22,4,4,11,2005,329,25,47,34937.0
23,4,4,11,2005,329,25,47,33283.0
0,5,4,11,2005,330,26,47,31505.0
1,3,4,11,2005,328,24,47,28554.0
2,3,4,11,2005,328,24,47,27249.0
3,3,4,11,2005,328,24,47,26467.0
4,3,4,11,2005,328,24,47,26115.0
5,3,4,11,2005,328,24,47,26197.0
6,3,4,11,2005,328,24,47,26588.0
7,3,4,11,2005,328,24,47,27541.0
8,3,4,11,2005,328,24,47,28440.0
9,3,4,11,2005,328,24,47,29942.0
10,3,4,11,2005,328,24,47,31198.0
11,3,4,11,2005,328,24,47,31695.0
12,3,4,11,2005,328,24,47,31820.0
13,3,4,11,2005,328,24,47,31044.0
14,3,4,11,2005,328,24,47,29963.0
15,3,4,11,2005,328,24,47,29152.0
16,3,4,11,2005,328,24,47,28772.0
17,3,4,11,2005,328,24,47,29188.0
18,3,4,11,2005,328,24,47,30740.0
19,3,4,11,2005,328,24,47,31285.0
20,3,4,11,2005,328,24,47,31776.0
21,3,4,11,2005,328,24,47,32333.0
22,3,4,11,2005,328,24,47,32272.0
23,3,4,11,2005,328,24,47,31398.0
0,4,4,11,2005,329,25,47,30140.0
